,Protein families
251788,Hcp beta-lactamase family
384799,Hcp beta-lactamase family
404337,Hcp beta-lactamase family
320528,Hcp beta-lactamase family
10866,Hcp beta-lactamase family
425075,Hcp beta-lactamase family
13725,Hcp beta-lactamase family
323361,Hcp beta-lactamase family
375459,Hcp beta-lactamase family
25100,Hcp beta-lactamase family
13583,Hcp beta-lactamase family
178645,Hcp beta-lactamase family
343745,Hcp beta-lactamase family
17119,Hcp beta-lactamase family
251490,Hcp beta-lactamase family
335310,Hcp beta-lactamase family
499110,Hcp beta-lactamase family
187026,Hcp beta-lactamase family
15020,Hcp beta-lactamase family
106766,Hcp beta-lactamase family
162702,Hcp beta-lactamase family
31200,Hcp beta-lactamase family
335783,Hcp beta-lactamase family
112609,Hcp beta-lactamase family
241956,Hcp beta-lactamase family
14135,Hcp beta-lactamase family
335209,Hcp beta-lactamase family
72149,Hcp beta-lactamase family
55120,Hcp beta-lactamase family
71921,Hcp beta-lactamase family
12316,Hcp beta-lactamase family
13062,Hcp beta-lactamase family
334827,Hcp beta-lactamase family
421450,Hcp beta-lactamase family
12807,Hcp beta-lactamase family
446214,Hcp beta-lactamase family
34956,Hcp beta-lactamase family
377983,Hcp beta-lactamase family
13686,Hcp beta-lactamase family
437237,Hcp beta-lactamase family
320647,Hcp beta-lactamase family
335227,Hcp beta-lactamase family
9329,Hcp beta-lactamase family
373840,Hcp beta-lactamase family
304240,Hcp beta-lactamase family
355473,Hcp beta-lactamase family
15542,Hcp beta-lactamase family
52506,Hcp beta-lactamase family
40437,Hcp beta-lactamase family
14208,Hcp beta-lactamase family
334424,Hcp beta-lactamase family
306948,Hcp beta-lactamase family
10526,Hcp beta-lactamase family
360314,Hcp beta-lactamase family
72122,Hcp beta-lactamase family
12620,Hcp beta-lactamase family
87843,Hcp beta-lactamase family
389601,Hcp beta-lactamase family
106120,Hcp beta-lactamase family
335123,Hcp beta-lactamase family
368996,Hcp beta-lactamase family
335596,Hcp beta-lactamase family
260570,Hcp beta-lactamase family
12332,Hcp beta-lactamase family
12633,Hcp beta-lactamase family
421451,Hcp beta-lactamase family
334125,Hcp beta-lactamase family
310494,Hcp beta-lactamase family
116607,Hcp beta-lactamase family
253154,Hcp beta-lactamase family
70514,Hcp beta-lactamase family
303364,Hcp beta-lactamase family
452033,Hcp beta-lactamase family
422003,Hcp beta-lactamase family
128849,Hcp beta-lactamase family
15099,Hcp beta-lactamase family
420528,Hcp beta-lactamase family
42021,Hcp beta-lactamase family
334602,Hcp beta-lactamase family
10819,Hcp beta-lactamase family
13555,Hcp beta-lactamase family
210791,Hcp beta-lactamase family
502428,Hcp beta-lactamase family
266796,Hcp beta-lactamase family
114433,Hcp beta-lactamase family
109890,Hcp beta-lactamase family
15021,Hcp beta-lactamase family
334384,Hcp beta-lactamase family
387389,Hcp beta-lactamase family
410284,Hcp beta-lactamase family
134803,Hcp beta-lactamase family
12855,Hcp beta-lactamase family
11289,Hcp beta-lactamase family
355506,Hcp beta-lactamase family
355633,Hcp beta-lactamase family
490536,Hcp beta-lactamase family
126832,Hcp beta-lactamase family
14019,Hcp beta-lactamase family
7111,Hcp beta-lactamase family
13121,Hcp beta-lactamase family
32611,Hcp beta-lactamase family
251488,Hcp beta-lactamase family
8487,Hcp beta-lactamase family
13625,Hcp beta-lactamase family
301913,Hcp beta-lactamase family
71922,Hcp beta-lactamase family
355621,Hcp beta-lactamase family
364444,Hcp beta-lactamase family
471385,Hcp beta-lactamase family
334653,Hcp beta-lactamase family
14717,Hcp beta-lactamase family
408969,Hcp beta-lactamase family
334282,Hcp beta-lactamase family
13388,Hcp beta-lactamase family
10398,Hcp beta-lactamase family
458239,Hcp beta-lactamase family
348918,Hcp beta-lactamase family
12510,Hcp beta-lactamase family
323357,Hcp beta-lactamase family
354828,Hcp beta-lactamase family
418864,Hcp beta-lactamase family
335056,Hcp beta-lactamase family
382228,Hcp beta-lactamase family
14263,Hcp beta-lactamase family
441581,Hcp beta-lactamase family
275095,Hcp beta-lactamase family
418897,Hcp beta-lactamase family
12401,Hcp beta-lactamase family
105699,Hcp beta-lactamase family
334155,Hcp beta-lactamase family
102211,Hcp beta-lactamase family
477686,Hcp beta-lactamase family
133596,Hcp beta-lactamase family
134200,Hcp beta-lactamase family
13982,Hcp beta-lactamase family
234019,Hcp beta-lactamase family
14270,Hcp beta-lactamase family
14055,Hcp beta-lactamase family
35124,Hcp beta-lactamase family
419338,Hcp beta-lactamase family
12814,Hcp beta-lactamase family
269218,Hcp beta-lactamase family
43347,Hcp beta-lactamase family
375618,Hcp beta-lactamase family
335173,Hcp beta-lactamase family
418921,Hcp beta-lactamase family
334327,Hcp beta-lactamase family
271873,Hcp beta-lactamase family
334561,Hcp beta-lactamase family
335061,Hcp beta-lactamase family
335521,Hcp beta-lactamase family
320151,Hcp beta-lactamase family
11320,Hcp beta-lactamase family
14358,Hcp beta-lactamase family
23400,Hcp beta-lactamase family
36266,Hcp beta-lactamase family
466166,Hcp beta-lactamase family
14864,Hcp beta-lactamase family
63806,Hcp beta-lactamase family
21087,Hcp beta-lactamase family
52566,Hcp beta-lactamase family
267588,Hcp beta-lactamase family
71610,Hcp beta-lactamase family
303646,Hcp beta-lactamase family
210194,Hcp beta-lactamase family
268141,Hcp beta-lactamase family
314069,Hcp beta-lactamase family
418834,Hcp beta-lactamase family
434915,Hcp beta-lactamase family
255390,Hcp beta-lactamase family
14259,Hcp beta-lactamase family
326672,Hcp beta-lactamase family
430672,Hcp beta-lactamase family
13146,Hcp beta-lactamase family
13366,Hcp beta-lactamase family
161118,Hcp beta-lactamase family
137661,Hcp beta-lactamase family
471064,Hcp beta-lactamase family
23388,Hcp beta-lactamase family
335031,Hcp beta-lactamase family
375499,Hcp beta-lactamase family
13828,Hcp beta-lactamase family
61159,Hcp beta-lactamase family
390572,Hcp beta-lactamase family
14075,Hcp beta-lactamase family
11310,Hcp beta-lactamase family
393218,Hcp beta-lactamase family
32392,Hcp beta-lactamase family
12845,Hcp beta-lactamase family
129012,Hcp beta-lactamase family
207008,Hcp beta-lactamase family
117291,Hcp beta-lactamase family
13679,Hcp beta-lactamase family
12701,Hcp beta-lactamase family
14095,Hcp beta-lactamase family
334342,Hcp beta-lactamase family
275226,Hcp beta-lactamase family
421736,Hcp beta-lactamase family
404836,Hcp beta-lactamase family
11967,Hcp beta-lactamase family
303821,Hcp beta-lactamase family
14614,Hcp beta-lactamase family
15138,Hcp beta-lactamase family
375617,Hcp beta-lactamase family
275040,Hcp beta-lactamase family
14120,Hcp beta-lactamase family
9447,Hcp beta-lactamase family
14712,Hcp beta-lactamase family
14830,Hcp beta-lactamase family
384757,Hcp beta-lactamase family
334945,Hcp beta-lactamase family
104555,Hcp beta-lactamase family
334061,Hcp beta-lactamase family
364493,Hcp beta-lactamase family
13551,Hcp beta-lactamase family
3800,Hcp beta-lactamase family
230572,Hcp beta-lactamase family
303800,Hcp beta-lactamase family
419318,Hcp beta-lactamase family
14385,Hcp beta-lactamase family
320639,Hcp beta-lactamase family
320196,Hcp beta-lactamase family
302529,Hcp beta-lactamase family
302498,Hcp beta-lactamase family
12320,Hcp beta-lactamase family
174780,Hcp beta-lactamase family
499142,Hcp beta-lactamase family
157512,Hcp beta-lactamase family
389637,Hcp beta-lactamase family
334337,Hcp beta-lactamase family
59660,Hcp beta-lactamase family
134634,Hcp beta-lactamase family
119250,Hcp beta-lactamase family
379372,Hcp beta-lactamase family
199229,Hcp beta-lactamase family
335033,Hcp beta-lactamase family
467295,Hcp beta-lactamase family
184387,Hcp beta-lactamase family
328561,Hcp beta-lactamase family
12993,Hcp beta-lactamase family
322989,Hcp beta-lactamase family
63841,Hcp beta-lactamase family
22628,Hcp beta-lactamase family
291901,Hcp beta-lactamase family
193615,Hcp beta-lactamase family
83075,Hcp beta-lactamase family
335323,Hcp beta-lactamase family
325786,Hcp beta-lactamase family
303713,Hcp beta-lactamase family
104959,Hcp beta-lactamase family
334381,Hcp beta-lactamase family
302319,Hcp beta-lactamase family
14714,Hcp beta-lactamase family
320335,Hcp beta-lactamase family
13390,Hcp beta-lactamase family
12445,Hcp beta-lactamase family
204010,Hcp beta-lactamase family
14873,Hcp beta-lactamase family
13592,Hcp beta-lactamase family
107693,Hcp beta-lactamase family
334723,Hcp beta-lactamase family
410321,Hcp beta-lactamase family
13129,Hcp beta-lactamase family
93327,Hcp beta-lactamase family
182635,Hcp beta-lactamase family
12291,Hcp beta-lactamase family
11309,Hcp beta-lactamase family
355615,Hcp beta-lactamase family
334073,Hcp beta-lactamase family
248008,Hcp beta-lactamase family
13254,Hcp beta-lactamase family
228680,Hcp beta-lactamase family
280600,Hcp beta-lactamase family
209196,Hcp beta-lactamase family
320968,Hcp beta-lactamase family
240943,Hcp beta-lactamase family
303575,Hcp beta-lactamase family
335480,Hcp beta-lactamase family
356720,Hcp beta-lactamase family
445919,Hcp beta-lactamase family
124740,Hcp beta-lactamase family
105987,Hcp beta-lactamase family
404726,Hcp beta-lactamase family
242054,Hcp beta-lactamase family
133578,Hcp beta-lactamase family
105195,Hcp beta-lactamase family
335389,Hcp beta-lactamase family
12427,Hcp beta-lactamase family
134408,Hcp beta-lactamase family
13745,Hcp beta-lactamase family
375638,Hcp beta-lactamase family
421839,Hcp beta-lactamase family
358779,Hcp beta-lactamase family
334518,Hcp beta-lactamase family
12256,Hcp beta-lactamase family
176449,Hcp beta-lactamase family
320987,Hcp beta-lactamase family
55090,Hcp beta-lactamase family
355509,Hcp beta-lactamase family
313060,Hcp beta-lactamase family
14658,Hcp beta-lactamase family
434561,Hcp beta-lactamase family
384609,Hcp beta-lactamase family
78219,Hcp beta-lactamase family
71852,Hcp beta-lactamase family
14486,Hcp beta-lactamase family
14311,Hcp beta-lactamase family
334720,Hcp beta-lactamase family
419496,Hcp beta-lactamase family
313072,Hcp beta-lactamase family
303017,Hcp beta-lactamase family
253417,Hcp beta-lactamase family
303810,Hcp beta-lactamase family
8038,Hcp beta-lactamase family
418539,Hcp beta-lactamase family
465348,Hcp beta-lactamase family
19176,Hcp beta-lactamase family
335385,Hcp beta-lactamase family
275027,Hcp beta-lactamase family
121313,Hcp beta-lactamase family
403059,Hcp beta-lactamase family
133508,Hcp beta-lactamase family
271933,Hcp beta-lactamase family
14278,Hcp beta-lactamase family
13356,Hcp beta-lactamase family
13915,Hcp beta-lactamase family
14400,Hcp beta-lactamase family
12380,Hcp beta-lactamase family
304029,Hcp beta-lactamase family
405772,Hcp beta-lactamase family
382246,Hcp beta-lactamase family
266947,Hcp beta-lactamase family
197462,Hcp beta-lactamase family
12615,Hcp beta-lactamase family
70087,Hcp beta-lactamase family
328464,Hcp beta-lactamase family
160578,Hcp beta-lactamase family
375610,Hcp beta-lactamase family
61468,Hcp beta-lactamase family
334773,Hcp beta-lactamase family
410105,Hcp beta-lactamase family
14341,Hcp beta-lactamase family
25785,Hcp beta-lactamase family
11335,Hcp beta-lactamase family
465481,Hcp beta-lactamase family
303766,Hcp beta-lactamase family
14434,Hcp beta-lactamase family
13120,Hcp beta-lactamase family
12718,Hcp beta-lactamase family
334234,Hcp beta-lactamase family
14583,Hcp beta-lactamase family
465787,Hcp beta-lactamase family
471781,Hcp beta-lactamase family
8241,Hcp beta-lactamase family
441129,Hcp beta-lactamase family
233877,Hcp beta-lactamase family
335203,Hcp beta-lactamase family
13251,Hcp beta-lactamase family
403227,Hcp beta-lactamase family
334003,Hcp beta-lactamase family
12491,Hcp beta-lactamase family
134208,Hcp beta-lactamase family
13681,Hcp beta-lactamase family
130554,Hcp beta-lactamase family
267695,Hcp beta-lactamase family
390948,Hcp beta-lactamase family
44052,Hcp beta-lactamase family
501229,Hcp beta-lactamase family
71406,Hcp beta-lactamase family
435135,Hcp beta-lactamase family
355617,Hcp beta-lactamase family
14386,Hcp beta-lactamase family
14412,Hcp beta-lactamase family
388269,Hcp beta-lactamase family
251724,Hcp beta-lactamase family
418543,Hcp beta-lactamase family
302993,Hcp beta-lactamase family
334355,Hcp beta-lactamase family
347215,Hcp beta-lactamase family
334743,Hcp beta-lactamase family
12594,Hcp beta-lactamase family
14644,Hcp beta-lactamase family
335155,Hcp beta-lactamase family
334179,Hcp beta-lactamase family
13892,Hcp beta-lactamase family
490545,Hcp beta-lactamase family
95336,Hcp beta-lactamase family
104676,Hcp beta-lactamase family
381334,Hcp beta-lactamase family
381992,Hcp beta-lactamase family
104794,Hcp beta-lactamase family
222856,Hcp beta-lactamase family
217236,Hcp beta-lactamase family
192721,Hcp beta-lactamase family
335289,Hcp beta-lactamase family
10559,Hcp beta-lactamase family
419397,Hcp beta-lactamase family
12008,Hcp beta-lactamase family
334013,Hcp beta-lactamase family
14479,Hcp beta-lactamase family
470202,Hcp beta-lactamase family
330646,Hcp beta-lactamase family
388102,Hcp beta-lactamase family
335194,Hcp beta-lactamase family
39332,Hcp beta-lactamase family
12537,Hcp beta-lactamase family
14327,Hcp beta-lactamase family
124597,Hcp beta-lactamase family
255455,Hcp beta-lactamase family
313852,Hcp beta-lactamase family
211316,Hcp beta-lactamase family
14384,Hcp beta-lactamase family
15315,Hcp beta-lactamase family
380041,Hcp beta-lactamase family
321921,Hcp beta-lactamase family
151130,Hcp beta-lactamase family
255479,Hcp beta-lactamase family
421058,Hcp beta-lactamase family
421339,Hcp beta-lactamase family
279164,Hcp beta-lactamase family
304308,Hcp beta-lactamase family
105032,Hcp beta-lactamase family
357579,Hcp beta-lactamase family
11337,Hcp beta-lactamase family
17290,Hcp beta-lactamase family
13901,Hcp beta-lactamase family
133914,Hcp beta-lactamase family
13350,Hcp beta-lactamase family
25653,Hcp beta-lactamase family
160553,Hcp beta-lactamase family
422005,Hcp beta-lactamase family
335432,Hcp beta-lactamase family
12832,Hcp beta-lactamase family
269226,Hcp beta-lactamase family
290658,Hcp beta-lactamase family
271779,Hcp beta-lactamase family
343915,Hcp beta-lactamase family
375575,Hcp beta-lactamase family
14085,Hcp beta-lactamase family
418916,Hcp beta-lactamase family
238223,Hcp beta-lactamase family
334016,Hcp beta-lactamase family
10585,Hcp beta-lactamase family
12868,Hcp beta-lactamase family
287316,Hcp beta-lactamase family
321783,Hcp beta-lactamase family
14181,Hcp beta-lactamase family
455136,Hcp beta-lactamase family
106212,Hcp beta-lactamase family
376831,Hcp beta-lactamase family
355428,Hcp beta-lactamase family
31453,Hcp beta-lactamase family
14277,Hcp beta-lactamase family
13759,Hcp beta-lactamase family
451971,Hcp beta-lactamase family
137877,Hcp beta-lactamase family
72397,Hcp beta-lactamase family
343460,Hcp beta-lactamase family
502342,Hcp beta-lactamase family
14150,Hcp beta-lactamase family
12583,Hcp beta-lactamase family
13956,Hcp beta-lactamase family
334931,Hcp beta-lactamase family
102240,Hcp beta-lactamase family
359231,Hcp beta-lactamase family
14454,Hcp beta-lactamase family
16951,Hcp beta-lactamase family
312860,Hcp beta-lactamase family
14034,Hcp beta-lactamase family
326643,Hcp beta-lactamase family
14459,Hcp beta-lactamase family
360780,Hcp beta-lactamase family
384647,Hcp beta-lactamase family
357402,Hcp beta-lactamase family
15128,Hcp beta-lactamase family
14169,Hcp beta-lactamase family
255185,Hcp beta-lactamase family
254566,Hcp beta-lactamase family
20979,Hcp beta-lactamase family
188611,Hcp beta-lactamase family
210757,Hcp beta-lactamase family
401006,Hcp beta-lactamase family
320311,Hcp beta-lactamase family
312217,Hcp beta-lactamase family
10450,Hcp beta-lactamase family
12297,Hcp beta-lactamase family
13860,Hcp beta-lactamase family
